trait	nearest_gene_id	gene_relation	lead_snps	min_p_value	min_q_value_bh	max_minus_log10_p	min_distance_to_gene_bp
agri_aa_oil__Oil_C16_0	Zm00001d045383	gene_body	1	7.764919000000001e-17	1.5518656516640003e-11	16.10986307026852	0
agri_aa_oil__Oil_C16_0	Zm00001d036982	gene_body	1	1.386503e-08	0.00069275235892	7.858079186394784	0
agri_aa_oil__Oil_C16_0	Zm00001d031002	gene_body	1	8.227436e-08	0.0032886048984319995	7.08473548733258	0
agri_aa_oil__Oil_C16_0	Zm00001d049510	gene_body	1	2.209856e-07	0.0040150270976	6.655636025157845	0
agri_aa_oil__Oil_C16_0	Zm00001d049442	cis_window	1	3.763461e-07	0.00552841267488	6.424412580113979	6677
agri_aa_oil__Oil_C16_0	Zm00001d021214	promoter	1	3.979572e-07	0.00552841267488	6.400163633462347	0
agri_aa_oil__Oil_C16_0	Zm00001d047166	gene_body	1	4.149297e-07	0.00552841267488	6.382025477958511	0
agri_aa_oil__Oil_C16_0	Zm00001d021162	gene_body	1	6.921142e-07	0.00728016713448421	6.159822240315119	0
agri_aa_oil__Oil_C16_0	Zm00001d036608	gene_body	1	1.39327e-06	0.013922668456	5.85596471405156	0
agri_aa_oil__Oil_C16_0	Zm00001d013111	cis_window	1	2.189659e-06	0.019026803874086954	5.659623513447211	73
agri_aa_oil__Oil_C16_0	Zm00001d045389	gene_body	1	2.508584e-06	0.020054222556160003	5.60057135203081	0
agri_aa_oil__Oil_C16_0	Zm00001d013849	cis_window	1	2.837298e-06	0.021809654964923077	5.547095048074813	5032
agri_aa_oil__Oil_C16_0	Zm00001d020206	nearest	1	4.227652e-06	0.029897411686933332	5.373900768928439	195787
agri_aa_oil__Oil_C16_0	Zm00001d005450	gene_body	1	4.414325e-06	0.029897411686933332	5.355135695526281	0
agri_aa_oil__Oil_C16_0	Zm00001d047102	cis_window	1	4.487843e-06	0.029897411686933332	5.347962344583068	439
agri_aa_oil__Oil_C16_0	Zm00001d021167	gene_body	1	6.082683e-06	0.037989396676500004	5.2159048162738975	0
agri_aa_oil__Oil_C16_0	Zm00001d009147	gene_body	1	7.345724e-06	0.04448748532557576	5.133965393378258	0
agri_aa_oil__Oil_C16_0	Zm00001d053931	gene_body	1	8.665546e-06	0.047433812236972975	5.0622040679972	0
agri_aa_oil__Oil_C16_0	Zm00001d021221	gene_body	1	1.844547e-05	0.07828143009333334	4.734110274250897	0
agri_aa_oil__Oil_C16_0	Zm00001d009152	cis_window	1	1.880108e-05	0.07828143009333334	4.725817202620969	212
agri_aa_oil__Oil_C16_0	Zm00001d044646	gene_body	1	1.946952e-05	0.07941021202285714	4.710644755409654	0
agri_aa_oil__Oil_C16_0	Zm00001d013595	gene_body	1	2.102358e-05	0.08238605106823528	4.677293328181214	0
agri_aa_oil__Oil_C16_0	Zm00001d003641	cis_window	1	2.256436e-05	0.08508722136150944	4.64657697999937	7504
agri_aa_oil__Oil_C16_0	Zm00001d005018	gene_body	1	2.504647e-05	0.09101249651490909	4.601253474090118	0
agri_aa_oil__Oil_C16_0	Zm00001d019083	gene_body	1	2.587969e-05	0.09236091651142857	4.587040930170869	0
agri_aa_oil__Oil_C16_0	Zm00001d045298	cis_window	1	3.018102e-05	0.10582206900210525	4.520266086863744	35
agri_aa_oil__Oil_C16_0	Zm00001d002884	cis_window	1	3.349802e-05	0.1154272462951724	4.474980862470236	380
agri_aa_oil__Oil_C16_0	Zm00001d043905	gene_body	1	3.56798e-05	0.12086139167457627	4.447577588688847	0
agri_aa_oil__Oil_C16_0	Zm00001d023753	promoter	1	3.69873e-05	0.12118252178360656	4.431947370168754	0
agri_aa_oil__Oil_C16_0	Zm00001d005964	gene_body	1	3.861536e-05	0.12447599013161291	4.41323991200301	0
agri_aa_oil__Oil_C16_0	Zm00001d039717	gene_body	1	4.19375e-05	0.130960328125	4.3773974624869325	0
agri_aa_oil__Oil_C16_0	Zm00001d033872	gene_body	1	4.413957e-05	0.13487493772235293	4.355171901974926	0
agri_aa_oil__Oil_C16_0	Zm00001d013992	gene_body	1	4.476401e-05	0.13487493772235293	4.349071015913424	0
agri_aa_oil__Oil_C16_0	Zm00001d052677	promoter	1	4.554684e-05	0.13487493772235293	4.341541748617847	0
agri_aa_oil__Oil_C16_0	Zm00001d034522	gene_body	1	4.706599e-05	0.13632493474550725	4.327292801800873	0
agri_aa_oil__Oil_C16_0	Zm00001d027764	nearest	1	5.217369e-05	0.14896035698057142	4.2825484465828465	15407
agri_aa_oil__Oil_C16_0	Zm00001d036563	gene_body	1	5.35619e-05	0.1507699589633803	4.27114402566899	0
agri_aa_oil__Oil_C16_0	Zm00001d036933	cis_window	1	5.528682e-05	0.15346392636	4.257378389192565	424
agri_aa_oil__Oil_C16_0	Zm00001d013983	gene_body	1	5.673946e-05	0.15533865092821916	4.246114801781904	0
agri_aa_oil__Oil_C16_0	Zm00001d018913	gene_body	1	5.874139e-05	0.15864620594378379	4.231055780962905	0
agri_aa_oil__Oil_C16_0	Zm00001d005148	cis_window	1	6.227882e-05	0.16354213884467533	4.2056596246258104	349
agri_aa_oil__Oil_C16_0	Zm00001d051180	promoter	1	6.300909e-05	0.16354213884467533	4.200596792577103	0
agri_aa_oil__Oil_C16_0	Zm00001d018621	gene_body	1	6.563762e-05	0.16818041259897434	4.182847174718367	0
agri_aa_oil__Oil_C16_0	Zm00001d036558	nearest	1	6.956791e-05	0.1737048424	4.157591043776194	52298
agri_aa_oil__Oil_C16_0	Zm00001d049583	gene_body	1	7.040115e-05	0.1737048424	4.1524202466167655	0
agri_aa_oil__Oil_C16_0	Zm00001d045387	gene_body	1	7.145681e-05	0.1741594173092683	4.145956375627569	0
agri_aa_oil__Oil_C16_0	Zm00001d027245	nearest	1	7.626008e-05	0.18144088748190476	4.11770274346911	13562
agri_aa_oil__Oil_C16_0	Zm00001d045297	gene_body	1	8.903976e-05	0.20935447381835293	4.050416019279998	0
agri_aa_oil__Oil_C16_0	Zm00001d005154	cis_window	1	9.052785e-05	0.21036532438620692	4.043217793826168	1829
agri_aa_oil__Oil_C16_0	Zm00001d003655	gene_body	1	9.271238e-05	0.21055824337818183	4.032862270098219	0
agri_aa_oil__Oil_C16_0	Zm00001d019029	cis_window	1	9.624831e-05	0.21373113603733332	4.016606887420688	319
agri_aa_oil__Oil_C16_0	Zm00001d045393	promoter	1	9.871258e-05	0.21679452075252745	4.005627497011861	0
agri_aa_oil__Oil_C16_0	Zm00001d023841	gene_body	1	0.0001056452	0.227840236832	3.9761502303756973	0
agri_aa_oil__Oil_C16_0	Zm00001d005735	gene_body	1	0.0001074316	0.227840236832	3.9688679561869247	0
agri_aa_oil__Oil_C16_0	Zm00001d033730	cis_window	1	0.0001092081	0.227840236832	3.961745148674848	316
agri_aa_oil__Oil_C16_0	Zm00001d032937	gene_body	1	0.0001119418	0.227840236832	3.951007714011544	0
agri_aa_oil__Oil_C16_0	Zm00001d005972	cis_window	1	0.0001125688	0.227840236832	3.9485819635294788	3638
agri_aa_oil__Oil_C16_0	Zm00001d010607	gene_body	1	0.0001132176	0.227840236832	3.9460860555793524	0
agri_aa_oil__Oil_C16_0	Zm00001d052276	gene_body	1	0.0001140022	0.227840236832	3.943086767622816	0
agri_aa_oil__Oil_C16_0	Zm00001d025423	gene_body	1	0.0001184462	0.23208023281568627	3.9264788677863303	0
agri_aa_oil__Oil_C16_0	Zm00001d036949	gene_body	1	0.0001245504	0.23614023388679245	3.9046548733662236	0
agri_aa_oil__Oil_C16_0	Zm00001d034532	gene_body	1	0.0001247547	0.23614023388679245	3.9039430838158773	0
agri_aa_oil__Oil_C16_0	Zm00001d045381	gene_body	1	0.0001252445	0.23614023388679245	3.902241336695022	0
agri_aa_oil__Oil_C16_0	Zm00001d017767	gene_body	1	0.0001328163	0.23623382418245614	3.8767486225158256	0
agri_aa_oil__Oil_C16_0	Zm00001d047612	cis_window	1	0.0001330219	0.23623382418245614	3.8760768532721093	73
agri_aa_oil__Oil_C16_0	Zm00001d048725	promoter	1	0.0001341243	0.23623382418245614	3.87249253162007	0
agri_aa_oil__Oil_C16_0	Zm00001d023758	promoter	1	0.0001347503	0.23623382418245614	3.8704702592529157	0
agri_aa_oil__Oil_C16_0	Zm00001d044175	gene_body	1	0.0001362388	0.23676644880695655	3.865699190321978	0
agri_aa_oil__Oil_C16_0	Zm00001d032944	gene_body	1	0.0001391238	0.23764723224615386	3.8565985686096225	0
agri_aa_oil__Oil_C16_0	Zm00001d039272	gene_body	1	0.0001470722	0.24702817822666667	3.8324694110766693	0
agri_aa_oil__Oil_C16_0	Zm00001d021719	gene_body	1	0.0001522013	0.24897362570158732	3.817581638101482	0
agri_aa_oil__Oil_C16_0	Zm00001d017838	cis_window	1	0.000153593	0.24897362570158732	3.813628576821744	2521
agri_aa_oil__Oil_C16_0	Zm00001d003311	cis_window	1	0.000154001	0.24897362570158732	3.812476459078655	310
agri_aa_oil__Oil_C16_0	Zm00001d045551	gene_body	1	0.0001565049	0.24897362570158732	3.8054720606117973	0
agri_aa_oil__Oil_C16_0	Zm00001d013473	gene_body	1	0.0001569664	0.24897362570158732	3.8041933020893857	0
agri_aa_oil__Oil_C16_0	Zm00001d032696	cis_window	1	0.0001681424	0.25792438286222225	3.774322757922081	1078
agri_aa_oil__Oil_C16_0	Zm00001d047637	cis_window	1	0.000170192	0.25792438286222225	3.7690608581028484	140
agri_aa_oil__Oil_C16_0	Zm00001d042481	gene_body	1	0.0001717871	0.25792438286222225	3.7650094517338895	0
agri_aa_oil__Oil_C16_0	Zm00001d045393	gene_body	1	0.0001734765	0.25792438286222225	3.7607593486054776	0
agri_aa_oil__Oil_C16_0	Zm00001d003654	gene_body	1	0.0001734812	0.25792438286222225	3.760747582421501	0
agri_aa_oil__Oil_C16_0	Zm00001d043860	gene_body	1	0.0001742244	0.25792438286222225	3.7588910224438106	0
agri_aa_oil__Oil_C16_0	Zm00001d001812	gene_body	1	0.0001766469	0.2591197227328467	3.7528939796540275	0
agri_aa_oil__Oil_C16_0	Zm00001d015475	nearest	1	0.0001862723	0.2697654839768116	3.7298517229436605	51264
agri_aa_oil__Oil_C16_0	Zm00001d028726	gene_body	1	0.0002043519	0.28464815069668875	3.689621319999466	0
agri_aa_oil__Oil_C16_0	Zm00001d003725	cis_window	1	0.0002079891	0.28464815069668875	3.681959424334796	254
agri_aa_oil__Oil_C16_0	Zm00001d021850	gene_body	1	0.0002084792	0.28464815069668875	3.6809372681522703	0
agri_aa_oil__Oil_C16_0	Zm00001d013742	promoter	1	0.0002094919	0.28464815069668875	3.678832764360264	0
agri_aa_oil__Oil_C16_0	Zm00001d028619	gene_body	1	0.0002105961	0.28464815069668875	3.6765496757154064	0
agri_aa_oil__Oil_C16_0	Zm00001d013868	gene_body	1	0.0002130276	0.28464815069668875	3.671564125428982	0
agri_aa_oil__Oil_C16_0	Zm00001d021087	gene_body	1	0.0002146788	0.28464815069668875	3.668210840974134	0
agri_aa_oil__Oil_C16_0	Zm00001d022052	cis_window	1	0.0002150642	0.28464815069668875	3.6674318770901473	21
agri_aa_oil__Oil_C16_0	Zm00001d039015	promoter	1	0.0002232555	0.29060961032	3.6511978332670627	0
agri_aa_oil__Oil_C16_0	Zm00001d019049	gene_body	1	0.0002250748	0.29060961032	3.6476731270945213	0
agri_aa_oil__Oil_C16_0	Zm00001d039427	gene_body	1	0.000228645	0.29060961032	3.6408382913143607	0
agri_aa_oil__Oil_C16_0	Zm00001d008984	gene_body	1	0.0002293115	0.29060961032	3.6395741648020925	0
agri_aa_oil__Oil_C16_0	Zm00001d028367	gene_body	1	0.0002313922	0.29060961032	3.6356512847708413	0
agri_aa_oil__Oil_C16_0	Zm00001d045326	gene_body	1	0.0002318229	0.29060961032	3.6348436656441767	0
agri_aa_oil__Oil_C16_0	Zm00001d021192	gene_body	1	0.0002319436	0.29060961032	3.6346176064305453	0
agri_aa_oil__Oil_C16_0	Zm00001d049140	gene_body	1	0.0002326552	0.29060961032	3.6332872362488393	0
agri_aa_oil__Oil_C16_0	Zm00001d049294	nearest	1	0.0002375841	0.2939787349496933	3.6241826272990956	110994
agri_aa_oil__Oil_C16_1	Zm00001d031002	gene_body	1	2.081623e-07	0.034746014844	6.681597922205481	0
agri_aa_oil__Oil_C16_1	Zm00001d044253	gene_body	1	3.477105e-07	0.034746014844	6.458782194495897	0
agri_aa_oil__Oil_C16_1	Zm00001d042312	cis_window	1	1.213396e-06	0.0553859733664	5.915997441055718	152
agri_aa_oil__Oil_C16_1	Zm00001d044274	gene_body	1	1.385647e-06	0.0553859733664	5.858347394167326	0
agri_aa_oil__Oil_C16_1	Zm00001d029231	promoter	1	2.670834e-06	0.08593436838857142	5.5733531037885635	0
agri_aa_oil__Oil_C16_1	Zm00001d002104	gene_body	1	3.00987e-06	0.08593436838857142	5.521452261715751	0
agri_aa_oil__Oil_C16_1	Zm00001d012831	gene_body	1	4.227265e-06	0.09387158598222223	5.37394052614063	0
agri_aa_oil__Oil_C16_1	Zm00001d027988	nearest	1	7.426806e-06	0.1484291739936	5.129197920399724	28247
agri_aa_oil__Oil_C16_1	Zm00001d030663	nearest	1	9.125868e-06	0.1658054068189091	5.0397258173172705	22005
agri_aa_oil__Oil_C16_1	Zm00001d026113	gene_body	1	1.451396e-05	0.22313092228923076	4.838214078154244	0
agri_aa_oil__Oil_C16_1	Zm00001d003657	gene_body	1	2.060267e-05	0.2852230247893333	4.686076493653831	0
agri_aa_oil__Oil_C16_1	Zm00001d029720	gene_body	1	2.140714e-05	0.2852230247893333	4.669441350696492	0
agri_aa_oil__Oil_C16_1	Zm00001d046654	promoter	1	3.486509e-05	0.42811094978823533	4.4576092093790995	0
agri_aa_oil__Oil_C16_1	Zm00001d029331	gene_body	1	3.641565e-05	0.42811094978823533	4.438711933714822	0
agri_aa_oil__Oil_C16_1	Zm00001d039361	gene_body	1	4.367446e-05	0.48492238209777777	4.359772456018072	0
agri_aa_oil__Oil_C16_1	Zm00001d024530	gene_body	1	4.786223e-05	0.502048537330909	4.32000707057564	0
agri_aa_oil__Oil_C16_1	Zm00001d050904	gene_body	1	5.058411e-05	0.502048537330909	4.295985886778796	0
agri_aa_oil__Oil_C16_1	Zm00001d030333	nearest	1	5.395551e-05	0.502048537330909	4.267964198054193	33829
agri_aa_oil__Oil_C16_1	Zm00001d034516	gene_body	1	5.526513e-05	0.502048537330909	4.257548804050618	0
agri_aa_oil__Oil_C16_1	Zm00001d028400	gene_body	1	6.797137e-05	0.5906298314226087	4.167673976547592	0
agri_aa_oil__Oil_C16_1	Zm00001d036557	gene_body	1	7.303479e-05	0.60818504126	4.136470215141799	0
agri_aa_oil__Oil_C16_1	Zm00001d054001	gene_body	1	7.702592e-05	0.6157636907008	4.113363105753154	0
agri_aa_oil__Oil_C16_1	Zm00001d002357	gene_body	1	8.058511e-05	0.6194391440061539	4.093745196932271	0
agri_aa_oil__Oil_C16_1	Zm00001d037529	gene_body	1	8.81528e-05	0.6277083050270967	4.054763888637072	0
agri_aa_oil__Oil_C16_1	Zm00001d034221	promoter	1	8.90759e-05	0.6277083050270967	4.050239780954953	0
agri_aa_oil__Oil_C16_1	Zm00001d024246	nearest	1	9.460914e-05	0.6277083050270967	4.024066905249179	12432
agri_aa_oil__Oil_C16_1	Zm00001d010016	gene_body	1	9.695998e-05	0.6277083050270967	4.013407482759994	0
agri_aa_oil__Oil_C16_1	Zm00001d053664	gene_body	1	9.736489e-05	0.6277083050270967	4.011597622466099	0
agri_aa_oil__Oil_C16_1	Zm00001d009150	gene_body	1	0.0001074392	0.6664480469647058	3.968837234115207	0
agri_aa_oil__Oil_C16_1	Zm00001d017613	gene_body	2	0.0001127381	0.6664480469647058	3.947929288714597	0
agri_aa_oil__Oil_C16_1	Zm00001d021633	gene_body	1	0.0001133778	0.6664480469647058	3.9454719743791813	0
agri_aa_oil__Oil_C16_1	Zm00001d041775	cis_window	1	0.0001276045	0.6733283426604652	3.894134009856954	6974
agri_aa_oil__Oil_C16_1	Zm00001d012964	gene_body	1	0.000139161	0.6733283426604652	3.856482459107249	0
agri_aa_oil__Oil_C16_1	Zm00001d021649	gene_body	1	0.0001417671	0.6733283426604652	3.848424544514542	0
agri_aa_oil__Oil_C16_1	Zm00001d046593	gene_body	1	0.0001424418	0.6733283426604652	3.8463625468966316	0
agri_aa_oil__Oil_C16_1	Zm00001d030217	gene_body	1	0.0001436693	0.6733283426604652	3.8426360242457895	0
agri_aa_oil__Oil_C16_1	Zm00001d046921	cis_window	1	0.0001448699	0.6733283426604652	3.839021839662301	7813
agri_aa_oil__Oil_C16_1	Zm00001d005624	cis_window	1	0.0001654433	0.7514735492	3.78135081588368	390
agri_aa_oil__Oil_C16_1	Zm00001d049181	gene_body	1	0.0001758881	0.7556375897469388	3.754763542459304	0
agri_aa_oil__Oil_C16_1	Zm00001d047896	gene_body	1	0.0001786545	0.7556375897469388	3.7479860401917104	0
agri_aa_oil__Oil_C16_1	Zm00001d048016	gene_body	1	0.0001791553	0.7556375897469388	3.7467703394559675	0
agri_aa_oil__Oil_C16_1	Zm00001d033229	promoter	1	0.0001950187	0.7599361184266668	3.7099237429070704	0
agri_aa_oil__Oil_C16_1	Zm00001d038269	cis_window	1	0.0001958353	0.7599361184266668	3.708109022372353	2206
agri_aa_oil__Oil_C16_1	Zm00001d051406	gene_body	1	0.0002047287	0.7599361184266668	3.6888212712703914	0
agri_aa_oil__Oil_C16_1	Zm00001d007078	gene_body	1	0.0002071379	0.7599361184266668	3.683740431019865	0
agri_aa_oil__Oil_C16_1	Zm00001d020811	gene_body	1	0.0002152004	0.7599361184266668	3.6671569257675847	0
agri_aa_oil__Oil_C16_1	Zm00001d048076	gene_body	1	0.0002155835	0.7599361184266668	3.6663844815797755	0
agri_aa_oil__Oil_C16_1	Zm00001d053746	cis_window	1	0.0002179288	0.7599361184266668	3.6616853725321885	962
agri_aa_oil__Oil_C16_1	Zm00001d005688	nearest	1	0.0002220689	0.7599361184266668	3.6535122586695223	52175
agri_aa_oil__Oil_C16_1	Zm00001d024389	gene_body	1	0.0002247646	0.7599361184266668	3.6482720882777353	0
agri_aa_oil__Oil_C16_1	Zm00001d042272	gene_body	1	0.0002281451	0.7599361184266668	3.6417888543768067	0
agri_aa_oil__Oil_C16_1	Zm00001d033879	gene_body	1	0.000238161	0.7677081421935483	3.6231293548243393	0
agri_aa_oil__Oil_C16_1	Zm00001d007018	cis_window	1	0.0002429422	0.7706897829079364	3.614497040010477	260
agri_aa_oil__Oil_C16_1	Zm00001d036010	gene_body	1	0.0002516805	0.77421016704	3.5991504319306373	0
agri_aa_oil__Oil_C16_1	Zm00001d026287	gene_body	1	0.0002635814	0.7981564284606062	3.57908523961054	0
agri_aa_oil__Oil_C16_1	Zm00001d042258	gene_body	1	0.0002804812	0.8062020029195875	3.552096243177464	0
agri_aa_oil__Oil_C16_1	Zm00001d024305	cis_window	1	0.0002969514	0.8062020029195875	3.527314622867709	229
agri_aa_oil__Oil_C16_1	Zm00001d006355	nearest	1	0.0003116094	0.8062020029195875	3.506389449887294	25929
agri_aa_oil__Oil_C16_1	Zm00001d047937	gene_body	1	0.0003127988	0.8062020029195875	3.5047349217067483	0
agri_aa_oil__Oil_C16_1	Zm00001d037237	nearest	1	0.0003165798	0.8062020029195875	3.499516799607617	75336
agri_aa_oil__Oil_C16_1	Zm00001d047663	gene_body	1	0.0003195503	0.8062020029195875	3.4954607703911775	0
agri_aa_oil__Oil_C16_1	Zm00001d018147	gene_body	1	0.0003215524	0.8062020029195875	3.4927482445857483	0
agri_aa_oil__Oil_C16_1	Zm00001d048615	promoter	1	0.0003252255	0.8062020029195875	3.4878154099564536	0
agri_aa_oil__Oil_C16_1	Zm00001d007144	gene_body	1	0.0003299036	0.8062020029195875	3.48161294528641	0
agri_aa_oil__Oil_C16_1	Zm00001d020696	cis_window	1	0.000332251	0.8062020029195875	3.478533703255574	756
agri_aa_oil__Oil_C16_1	Zm00001d012575	gene_body	1	0.000332969	0.8062020029195875	3.4775961981922987	0
agri_aa_oil__Oil_C16_1	Zm00001d022622	nearest	1	0.0003397985	0.8062020029195875	3.468778542603997	19840
agri_aa_oil__Oil_C16_1	Zm00001d048308	gene_body	1	0.0003408263	0.8062020029195875	3.4674669001020124	0
agri_aa_oil__Oil_C16_1	Zm00001d046800	gene_body	1	0.0003451241	0.8062020029195875	3.4620247128859463	0
agri_aa_oil__Oil_C16_1	Zm00001d014991	gene_body	1	0.0003498971	0.8062020029195875	3.4560596570004223	0
agri_aa_oil__Oil_C16_1	Zm00001d035969	nearest	1	0.000353947	0.8062020029195875	3.4510617643323545	53206
agri_aa_oil__Oil_C16_1	Zm00001d046919	gene_body	1	0.000356394	0.8062020029195875	3.448069616051621	0
agri_aa_oil__Oil_C16_1	Zm00001d033098	gene_body	1	0.0003619391	0.8062020029195875	3.4413644978617044	0
agri_aa_oil__Oil_C16_1	Zm00001d020055	cis_window	1	0.0003657053	0.8062020029195875	3.4368687455846385	2541
agri_aa_oil__Oil_C16_1	Zm00001d013868	gene_body	1	0.0003673573	0.8062020029195875	3.4349113255808197	0
agri_aa_oil__Oil_C16_1	Zm00001d017717	gene_body	1	0.0003677523	0.8062020029195875	3.4344446024231794	0
agri_aa_oil__Oil_C16_1	Zm00001d013644	gene_body	1	0.0003737945	0.8062020029195875	3.427367093104922	0
agri_aa_oil__Oil_C16_1	Zm00001d008592	gene_body	1	0.0003772676	0.8062020029195875	3.4233504907052223	0
agri_aa_oil__Oil_C16_1	Zm00001d044116	gene_body	1	0.0003813298	0.8062020029195875	3.4186992543385624	0
agri_aa_oil__Oil_C16_1	Zm00001d017357	gene_body	1	0.0003853408	0.8062020029195875	3.4141550053218794	0
agri_aa_oil__Oil_C16_1	Zm00001d042237	gene_body	1	0.000389393	0.8062020029195875	3.4096118599261525	0
agri_aa_oil__Oil_C16_1	Zm00001d047931	gene_body	1	0.0003912897	0.8062020029195875	3.40750158397266	0
agri_aa_oil__Oil_C16_1	Zm00001d005043	nearest	1	0.000404162	0.8144237238183575	3.393444522008535	133283
agri_aa_oil__Oil_C16_1	Zm00001d011835	gene_body	1	0.0004095228	0.8144237238183575	3.3877219140780683	0
agri_aa_oil__Oil_C16_1	Zm00001d034649	gene_body	1	0.0004143282	0.8144237238183575	3.382655506750948	0
agri_aa_oil__Oil_C16_1	Zm00001d042764	gene_body	1	0.000419624	0.8144237238183575	3.3771396807037153	0
agri_aa_oil__Oil_C16_1	Zm00001d014056	gene_body	1	0.0004249547	0.8144237238183575	3.3716573630993087	0
agri_aa_oil__Oil_C16_1	Zm00001d047081	cis_window	1	0.0004332694	0.8144237238183575	3.363241982279779	46
agri_aa_oil__Oil_C16_1	Zm00001d003774	nearest	1	0.0004505068	0.8144237238183575	3.3462986493459863	62611
agri_aa_oil__Oil_C16_1	Zm00001d021576	gene_body	1	0.0004511092	0.8144237238183575	3.3457183157342767	0
agri_aa_oil__Oil_C16_1	Zm00001d029784	cis_window	1	0.000451367	0.8144237238183575	3.345470195904679	687
agri_aa_oil__Oil_C16_1	Zm00001d050163	cis_window	1	0.0004641651	0.8144237238183575	3.333327516717709	7647
agri_aa_oil__Oil_C16_1	Zm00001d035578	gene_body	1	0.0004669362	0.8144237238183575	3.330742455367089	0
agri_aa_oil__Oil_C16_1	Zm00001d029758	gene_body	1	0.0004781006	0.8144237238183575	3.3204807112790578	0
agri_aa_oil__Oil_C16_1	Zm00001d018534	promoter	1	0.0004795914	0.8144237238183575	3.319128613242145	0
agri_aa_oil__Oil_C16_1	Zm00001d030014	nearest	1	0.0004865829	0.8144237238183575	3.312843157563303	30178
agri_aa_oil__Oil_C16_1	Zm00001d024156	gene_body	1	0.0004880706	0.8144237238183575	3.3115173522335057	0
agri_aa_oil__Oil_C16_1	Zm00001d029896	nearest	1	0.0004995596	0.8144237238183575	3.3014126908073353	16168
agri_aa_oil__Oil_C16_1	Zm00001d002274	cis_window	1	0.0005041011	0.8144237238183575	3.297482354885974	225
agri_aa_oil__Oil_C182_C183	Zm00001d047747	gene_body	1	1.867187e-13	3.7316852507199995e-08	12.728812184996176	0
agri_aa_oil__Oil_C182_C183	Zm00001d047707	gene_body	1	1.34329e-07	0.0067116141560000005	6.871830218303934	0
agri_aa_oil__Oil_C182_C183	Zm00001d028751	cis_window	1	1.50626e-06	0.060207019712	5.82210005680776	15
agri_aa_oil__Oil_C182_C183	Zm00001d047769	promoter	1	2.680801e-06	0.08929569410933334	5.571735423170994	0
agri_aa_oil__Oil_C182_C183	Zm00001d047663	promoter	1	4.43118e-06	0.11236329014	5.353480608032261	0
agri_aa_oil__Oil_C182_C183	Zm00001d029047	gene_body	1	4.49777e-06	0.11236329014	5.347002756611535	0
agri_aa_oil__Oil_C182_C183	Zm00001d044076	promoter	1	7.040415e-06	0.15634102002666667	5.152401740446246	0
agri_aa_oil__Oil_C182_C183	Zm00001d047732	nearest	1	8.646398e-06	0.1660658191869091	5.063164777450812	48206
agri_aa_oil__Oil_C182_C183	Zm00001d013861	gene_body	1	9.140201e-06	0.1660658191869091	5.039044253693845	0
agri_aa_oil__Oil_C182_C183	Zm00001d050482	nearest	1	1.373191e-05	0.1833079232	4.862269051636577	38863
agri_aa_oil__Oil_C182_C183	Zm00001d039380	gene_body	1	1.396219e-05	0.1833079232	4.855046456331767	0
agri_aa_oil__Oil_C182_C183	Zm00001d029038	promoter	1	1.483807e-05	0.1833079232	4.828622584424892	0
agri_aa_oil__Oil_C182_C183	Zm00001d013984	gene_body	1	1.670073e-05	0.1833079232	4.77726454513728	0
agri_aa_oil__Oil_C182_C183	Zm00001d018081	cis_window	1	1.853572e-05	0.1833079232	4.731990539607237	247
agri_aa_oil__Oil_C182_C183	Zm00001d036563	gene_body	1	1.879887e-05	0.1833079232	4.725868255391311	0
agri_aa_oil__Oil_C182_C183	Zm00001d047455	gene_body	1	2.008678e-05	0.1833079232	4.697089677005502	0
agri_aa_oil__Oil_C182_C183	Zm00001d027612	gene_body	1	2.189839e-05	0.1833079232	4.659587813918733	0
agri_aa_oil__Oil_C182_C183	Zm00001d028995	gene_body	1	2.708313e-05	0.19331164390285713	4.567301145630331	0
agri_aa_oil__Oil_C182_C183	Zm00001d038325	cis_window	1	4.179222e-05	0.2590997708937143	4.378904558549076	6444
agri_aa_oil__Oil_C182_C183	Zm00001d027682	gene_body	1	4.463898e-05	0.2590997708937143	4.350285737579271	0
agri_aa_oil__Oil_C182_C183	Zm00001d042692	gene_body	1	5.152065e-05	0.27382910099200003	4.288018666424011	0
agri_aa_oil__Oil_C182_C183	Zm00001d028879	gene_body	1	5.305259e-05	0.27382910099200003	4.275293409213139	0
agri_aa_oil__Oil_C182_C183	Zm00001d037208	cis_window	1	5.307524e-05	0.27382910099200003	4.275108033328897	458
agri_aa_oil__Oil_C182_C183	Zm00001d023923	gene_body	1	5.480528e-05	0.27382910099200003	4.261177599099532	0
agri_aa_oil__Oil_C182_C183	Zm00001d028606	cis_window	1	5.711399e-05	0.27840423379121954	4.243257498836223	6419
agri_aa_oil__Oil_C182_C183	Zm00001d019149	gene_body	1	6.022874e-05	0.28659702527238096	4.220196222281372	0
agri_aa_oil__Oil_C182_C183	Zm00001d036425	gene_body	1	6.643518e-05	0.3087783566065116	4.177601883977076	0
agri_aa_oil__Oil_C182_C183	Zm00001d025816	nearest	1	7.629824e-05	0.33156544130042553	4.117485479962602	16950
agri_aa_oil__Oil_C182_C183	Zm00001d051504	gene_body	1	7.797402e-05	0.33156544130042553	4.108050074874978	0
agri_aa_oil__Oil_C182_C183	Zm00001d047701	gene_body	1	8.249624e-05	0.33976947542857144	4.08356584520116	0
agri_aa_oil__Oil_C182_C183	Zm00001d029180	gene_body	1	8.33035e-05	0.33976947542857144	4.079336751309249	0
